personality,category,tweet,class,timestamp,source,engagement,retweets,likes,tweet_length,word_count,hashtag_count,mention_count,url_count
MS Dhoni,celebrities,On set for the new project. Long day ahead.,2,2025-09-10 12:51:10,augmented,4265,7534,32261,43,9,0,0,0
MS Dhoni,celebrities,On set for the new project. Long day ahead. #India,2,2025-09-10 12:51:10,augmented,34415,2939,18119,50,10,1,0,0
MS Dhoni,celebrities,media creating stories out of nothing. focus on real issues please. 🇮🇳,0,2025-09-10 12:51:10,augmented,50962,1656,4679,70,12,0,0,0
Sachin Tendulkar,celebrities,grateful for all the love and support from fans! you make it all worthwhile ❤️ (1/2),2,2025-09-10 12:51:10,augmented,54462,6598,19524,84,16,0,0,0
Sachin Tendulkar,celebrities,BREAKING: Media creating stories out of nothing. Focus on real issues please.,0,2025-09-10 12:51:10,augmented,76296,1511,49322,77,12,0,0,0
Sachin Tendulkar,celebrities,trolls need to get a life. spreading negativity won't affect my journey. (1/2),1,2025-09-10 12:51:10,augmented,9199,1249,19593,78,13,0,0,0
Sachin Tendulkar,celebrities,BREAKING: Nepotism debate again? Let's talk about talent and hard work instead. - via official handle,1,2025-09-10 12:51:10,augmented,82720,3276,34674,91,15,0,0,0
Priyanka Chopra,celebrities,On set for the new project. Long day ahead. #India,2,2025-09-10 12:51:10,augmented,49944,1534,9210,50,10,1,0,0
Priyanka Chopra,celebrities,Supporting education for underprivileged children. Every child deserves a chance.,2,2025-09-10 12:51:10,augmented,70674,6630,12474,81,10,0,0,0
Priyanka Chopra,celebrities,"RT @user: RT @supporter: Fitness is not about being better than someone else, it's about being better than you used to be.",2,2025-09-10 12:51:10,augmented,86521,2492,14664,112,20,0,1,0
Priyanka Chopra,celebrities,RT @supporter: Trolls need to get a life.. Spreading negativity won't affect my journey..,1,2025-09-10 12:51:10,augmented,1991,1595,25443,87,14,0,1,0
Priyanka Chopra,celebrities,Rehearsals going well. Performance next week. #India,2,2025-09-10 12:51:10,augmented,76602,4567,12100,52,7,1,0,0
Priyanka Chopra,celebrities,Critics who haven't achieved anything love to pull others down. #India,1,2025-09-10 12:51:10,augmented,89177,8748,8738,70,11,1,0,0
Priyanka Chopra,celebrities,Media creating stories out of nothing. Focus on real issues please.,0,2025-09-10 12:51:10,augmented,13808,866,13211,67,11,0,0,0
Priyanka Chopra,celebrities,"Fitness is not about being better than someone else, it's about being better than you used to be. (1/2) 🔥",2,2025-09-10 12:51:10,augmented,87741,6363,37390,103,19,0,0,0
Deepika Padukone,celebrities,RT @supporter: Trolls need to get a life. Spreading negativity won't affect my journey.,1,2025-09-10 12:51:10,augmented,90007,8090,18271,87,14,0,1,0
Deepika Padukone,celebrities,NEPOTISM DEBATE AGAIN? LET'S TALK ABOUT TALENT AND HARD WORK INSTEAD.,1,2025-09-10 12:51:10,augmented,87823,1113,19682,69,11,0,0,0
Deepika Padukone,celebrities,New movie releasing soon! Can't wait for you all to see it. #Cinema,2,2025-09-10 12:51:10,augmented,79232,4320,19575,67,13,1,0,0
Deepika Padukone,celebrities,People judge without knowing the full story. Truth always prevails. 🇮🇳,1,2025-09-10 12:51:10,augmented,37290,690,4373,70,11,0,0,0
Deepika Padukone,celebrities,Media creating stories out of nothing.. Focus on real issues please.. 🇮🇳,1,2025-09-10 12:51:10,augmented,27393,9068,35568,70,12,0,0,0
Deepika Padukone,celebrities,On set for the new project. Long day ahead. 🇮🇳 🔥,2,2025-09-10 12:51:10,augmented,44856,9571,11157,46,10,0,0,0
Deepika Padukone,celebrities,ON SET FOR THE NEW PROJECT. LONG DAY AHEAD. 🇮🇳,2,2025-09-10 12:51:10,augmented,45915,3144,23503,46,10,0,0,0
Deepika Padukone,celebrities,RT @supporter: Critics who haven't achieved anything love to pull others down.,1,2025-09-10 12:51:10,augmented,52899,803,8572,78,12,0,1,0
Deepika Padukone,celebrities,📢 Critics who haven't achieved anything love to pull others down.,1,2025-09-10 12:51:10,augmented,72350,6324,701,65,11,0,0,0
Deepika Padukone,celebrities,RT @supporter: Critics who haven't achieved anything love to pull others down..,1,2025-09-10 12:51:10,augmented,43054,7269,4389,78,12,0,1,0
Deepika Padukone,celebrities,RT @supporter: Trolls need to get a life. Spreading negativity won't affect my journey.,1,2025-09-10 12:51:10,augmented,44517,8750,34800,87,14,0,1,0
Deepika Padukone,celebrities,BREAKING: GRATEFUL FOR ALL THE LOVE AND SUPPORT FROM FANS! YOU MAKE IT ALL WORTHWHILE ❤️,2,2025-09-10 12:51:10,augmented,20787,4763,28615,78,15,0,0,0
AR Rahman,celebrities,MEDIA CREATING STORIES OUT OF NOTHING. FOCUS ON REAL ISSUES PLEASE. @ARRAHMAN,0,2025-09-10 12:51:10,augmented,70025,1918,29496,77,12,0,1,0
AR Rahman,celebrities,Rehearsals going well. Performance next week. 🇮🇳,2,2025-09-10 12:51:10,augmented,27438,2390,48767,48,7,0,0,0
AR Rahman,celebrities,rehearsals going well. performance next week.,2,2025-09-10 12:51:10,augmented,97405,1456,41366,45,6,0,0,0
AR Rahman,celebrities,BREAKING: Supporting education for underprivileged children. Every child deserves a chance.,2,2025-09-10 12:51:10,augmented,3199,8331,40147,91,11,0,0,0
AR Rahman,celebrities,BREAKING: ON SET FOR THE NEW PROJECT. LONG DAY AHEAD.,2,2025-09-10 12:51:10,augmented,49633,4090,41531,43,9,0,0,0
AR Rahman,celebrities,People judge without knowing the full story. Truth always prevails. #India,1,2025-09-10 12:51:10,augmented,47369,7546,16048,74,11,1,0,0
AR Rahman,celebrities,Supporting education for underprivileged children. Every child deserves a chance. - via official handle,2,2025-09-10 12:51:10,augmented,81266,421,29805,103,14,0,0,0
AR Rahman,celebrities,RT @supporter: Rehearsals going well. Performance next week.,2,2025-09-10 12:51:10,augmented,90630,8020,34635,60,8,0,1,0
AR Rahman,celebrities,RT @user: BLESSED TO WORK WITH SUCH TALENTED PEOPLE. EVERY DAY IS A LEARNING EXPERIENCE.,2,2025-09-10 12:51:10,augmented,54321,360,1094,78,13,0,0,0
Akshay Kumar,celebrities,RT @user: Thank you for making our film a blockbuster! Your love means everything.,2,2025-09-10 12:51:10,augmented,56721,6433,14758,72,12,0,0,0
Akshay Kumar,celebrities,GRATEFUL FOR ALL THE LOVE AND SUPPORT FROM FANS! YOU MAKE IT ALL WORTHWHILE ❤️ @AKSHAYKUMAR,2,2025-09-10 12:51:10,augmented,42307,3989,42205,91,16,0,1,0
Akshay Kumar,celebrities,BREAKING: Blessed to work with such talented people. Every day is a learning experience. 🇮🇳,2,2025-09-10 12:51:10,augmented,49113,7072,47123,81,14,0,0,0
Akshay Kumar,celebrities,People judge without knowing the full story. Truth always prevails. @AkshayKumar,1,2025-09-10 12:51:10,augmented,93855,9151,12318,80,11,0,1,0
Akshay Kumar,celebrities,People judge without knowing the full story. Truth always prevails. 🇮🇳,1,2025-09-10 12:51:10,augmented,79240,2342,17421,70,11,0,0,0
Akshay Kumar,celebrities,trolls need to get a life. spreading negativity won't affect my journey. (1/2),1,2025-09-10 12:51:10,augmented,52407,2561,1273,78,13,0,0,0
Akshay Kumar,celebrities,Thank you for making our film a blockbuster! Your love means everything.. - via official handle,2,2025-09-10 12:51:10,augmented,27608,3415,10166,94,16,0,0,0
Akshay Kumar,celebrities,meeting with the production team today. (1/2),2,2025-09-10 12:51:10,augmented,54446,9757,11812,45,7,0,0,0
Akshay Kumar,celebrities,On set for the new project. Long day ahead. - via official handle,2,2025-09-10 12:51:10,augmented,81603,9336,6375,65,13,0,0,0
Aamir Khan,celebrities,"MUSIC, SPORTS, CINEMA - ART UNITES US ALL. PROUD TO BE PART OF THIS INDUSTRY.",2,2025-09-10 12:51:10,augmented,8535,6325,28430,77,15,0,0,0
Aamir Khan,celebrities,People judge without knowing the full story. Truth always prevails. 🇮🇳 #Trending,0,2025-09-10 12:51:10,augmented,78537,8723,45283,70,11,0,0,0
Aamir Khan,celebrities,📢 Blessed to work with such talented people. Every day is a learning experience.,2,2025-09-10 12:51:10,augmented,45205,1294,37594,80,14,0,0,0
Aamir Khan,celebrities,BREAKING: People judge without knowing the full story. Truth always prevails. @AamirKhan,1,2025-09-10 12:51:10,augmented,64033,3558,45291,78,11,0,1,0
Aamir Khan,celebrities,📢 Trolls need to get a life. Spreading negativity won't affect my journey.,1,2025-09-10 12:51:10,augmented,65879,2025,44420,74,13,0,0,0
Aamir Khan,celebrities,"BREAKING: Dream big, work hard, stay humble. Success follows dedication. @AamirKhan",2,2025-09-10 12:51:10,augmented,77681,4604,27599,73,10,0,1,0
Aamir Khan,celebrities,RT @user: Blessed to work with such talented people. Every day is a learning experience. 🇮🇳,2,2025-09-10 12:51:10,augmented,15277,530,39352,81,14,0,0,0
Aamir Khan,celebrities,breaking: airport looks. heading to the next shoot location.,2,2025-09-10 12:51:10,augmented,85784,4621,20262,60,9,0,0,0
Aamir Khan,celebrities,Nepotism debate again? Let's talk about talent and hard work instead. 🇮🇳,1,2025-09-10 12:51:10,augmented,55241,1946,28371,72,12,0,0,0
