Text,,Favorites,Retweets,Tweet ID,,,Date
"""@maathewdavis: Got my Dad a Trump tie from Macy's for Father's Day. he loves it. he says it's the best tie he's ever owned!"" Great.",7/31/14 9:54,30,16,4.94844E+17,,,
"""@nifkin_juice: @kesjenkins @realDonaldTrump I know exactly what it is... and you're it""  Thanks.",7/31/14 9:53,12,7,4.94843E+17,,,
"""@StevenSourPatch: @realDonaldTrump 4 President!!!""",7/31/14 9:53,29,8,4.94843E+17,,,
"""@EdmondddN: @realDonaldTrump #Trump2016""",7/31/14 9:53,26,10,4.94843E+17,,,
"""@MiznerGeek: @realDonaldTrump You do have awesome ties. I have several. @Macys""  Thanks.",7/31/14 9:51,16,6,4.94843E+17,,,
"""@illusiverealm: @realDonaldTrump will be our strongest leader since Reagan"" I agree, thanks!",7/31/14 9:42,39,20,4.9484E+17,,,
"""@GolfSwingShirt: @realDonaldTrump  I have the two ties on the right..great quality as they never loose their shape and tie a perfect knot.""",7/31/14 9:40,12,6,4.9484E+17,,,
"The Trump Signature Collection, exclusively available @Macys, offers the top styles in ties and shirts.   http://www1.macys.com/shop/mens-clothing/donald-j-trump?id=11746??_",7/31/14 9:39,29,10,4.9484E+17,,,
"""@kesjenkins: If @realDonaldTrump seriously takes a stab at presidency, I will find a way to work on his campaign. Thanks!",7/31/14 9:39,23,8,4.9484E+17,,,
"""@patalyst: I love #trumpties & #trumpshirts RT @realDonaldTrump: Sorry, the best and most beautiful ties (cont) http://tl.gd/lk3cl8?""",7/31/14 9:36,16,4,4.94839E+17,,,
"""@HUveges: Casey/Melissa wedding :) #trumpties Jonathan Truhan, Aaron Butler, Seth Kossin https://vine.co/v/hruAbDmH5XB?""",7/31/14 9:36,12,5,4.94839E+17,,,
"""@TheMiniFed: Only man qualified to be president in 2016 is @realdonaldtrump"" Thank you-I guarantee that the U.S.A. will be respected again!",7/31/14 9:33,69,30,4.94838E+17,,,
"""It takes guts to be a brand. You cannot be all things to all people if you want to be a brand."" - Midas Touch",7/31/14 9:11,169,176,4.94833E+17,,,
"In order to be successful, especially to be very successful, you must have the ability to be able to handle pressure!",7/31/14 8:01,413,489,4.94815E+17,,,
"""@scratchhandicap: @Trump_Ireland @realDonaldTrump About to check in for 3 days!! Driving in as I type! Course looks amazing!  Enjoy!",7/31/14 7:56,19,8,4.94814E+17,,,
"In any business, there will be ups and downs. If you can weather the rough times your success will be even greater during high times.",7/30/14 16:50,322,470,4.94586E+17,,,
"??ach life is made up of mistakes and learning, waiting and growing, practicing patience and being persistent.????Rev. @BillyGraham",7/30/14 16:40,247,311,4.94583E+17,,,
"It's time for Mountain State to have a Senator who will stop Obama?? war on coal. This November send DC a message, vote for @CapitoforWV!",7/30/14 16:33,83,68,4.94582E+17,,,
"Home ownership is at a 19 year low. If you can, buy now. You will thank me later.",7/30/14 16:08,379,380,4.94575E+17,,,
Obama should work on a ceasefire in Chicago as well as Gaza.,7/30/14 15:36,626,622,4.94567E+17,,,
PM @David_Cameron should be run out of office for spending so much of England?? money to subsidize windfarms in Scotland.,7/30/14 15:09,49,56,4.94561E+17,,,
I can?? believe that Prime Minister @David_Cameron is giving massive subsidy to Scotland to destroy itself with windfarms.,7/30/14 15:09,40,42,4.94561E+17,,,
Each of the 176 magnificent luxury suites and guestrooms at @TrumpNewYork provide a sophisticated urban appeal http://www.trumphotelcollection.com/central-park/new-york-city-hotel.php??_,7/30/14 14:35,21,20,4.94552E+17,,,
"""@EdwinVSuccess @realDonaldTrump is example of how Success is earned!!  Everyday is an opportunity to get after it! ""  Thank you.",7/30/14 14:24,29,23,4.94549E+17,,,
"""@wwwrvcom @DarrrenRice @realDonaldTrump Yes Donald seen it in Chicago last month too, thumbs up! #wearethepeople""  Thanks.",7/30/14 14:22,16,14,4.94549E+17,,,
"""@dhesi604 @realDonaldTrump when does the trump tower in Vancouver bc open up? The pool bar is gonna be awesome"" 1 year, thanks.",7/30/14 14:20,19,9,4.94548E+17,,,
Via @PRNewswire: ??entral Park Horse Show To Make Inaugural Debut in NYC Sept 18-21??  http://www.prnewswire.com/news-releases/central-park-horse-show-to-make-inaugural-debut-in-nyc-sept-18-21-269084181.html??_ I am proud to be a sponsor!,7/30/14 14:11,28,19,4.94546E+17,,,
Watch this tour by @TrumpIntRealty's @M_Griffith1 of this luxurious penthouse in Trump Park Avenue-http://youtu.be/vOXD_RBV9rM?,7/30/14 12:14,42,25,4.94516E+17,,,
"""@dwaters7545 @TrumpChicago @SixteenChicago had dinner there for my 25th Wedding Anniversary! Absolutely beautiful!"" Great, thanks.",7/30/14 10:42,23,13,4.94493E+17,,,
"""@UK_MikeP @TrumpChicago  saw the Trump letters on hotel for first time. Very tasteful and classy. Hotel is an architectural gem."" Thank you",7/30/14 10:20,29,16,4.94488E+17,,,
"""@FOGzide: @realDonaldTrump knows how to run a business and he knows how to run a country."" So true!",7/30/14 0:45,63,27,4.94343E+17,,,
"""@JGwildcard420: You are truely my hero @realDonaldTrump"" That's great, thanks.",7/30/14 0:44,49,29,4.94343E+17,,,
".@Andre_Reed83. Congratulations Andre, you deserve it!",7/29/14 20:54,116,73,4.94285E+17,,,
"""@Pearcyyy @realDonaldTrump Even i want you to become the president of the United States and i'm from Britain! #Legend #Trump""  Cute!",7/29/14 16:56,64,25,4.94225E+17,,,
"""@sluggok @realDonaldTrump Thank You for donating a trac chair to the wounded warriors.It's much appreciated."" My honor, thank you.",7/29/14 16:49,55,27,4.94223E+17,,,
"Celebrated doctor @BillCassidy will be a tremendous Senator. Louisiana ??send a Conservative to the Senate, vote for Bill this November!",7/29/14 16:44,51,54,4.94222E+17,,,
Environmental regulations stop Border Patrol from protecting 40% of the border http://www.newsmax.com/Newsfront/immigration-Border-Patrol-environmental-regulations/2014/07/28/id/585283/#ixzz38mkekMMd??_ A coup for the migrant Democrats.,7/29/14 16:22,47,71,4.94216E+17,,,
"When in doubt, Obama fundraises. He has held 393 fundraisers in six years. Another record.",7/29/14 15:58,191,177,4.9421E+17,,,
Youth unemployment is at a record high. ObamaCare is a job destroyer which is ruining aspiring careers. It must be repealed.,7/29/14 15:29,333,277,4.94203E+17,,,
Watch ??Obama will not fix the illegal immigrant loophole. Instead he will sign another executive action giving more amnesty.,7/29/14 15:13,152,124,4.94199E+17,,,
"My @FoxNews @gretawire int. on the border crisis, #BringBackOurMarine & Obama?? ineptitude & the economyhttp://video.foxnews.com/v/3701850722001/trump-obama-wants-migrant-kids-in-us-since-they-become-dems/?playlist_id=930909814001#sp=show-clips??_",7/29/14 14:33,57,67,4.94189E+17,,,
"Along with two championship courses on the Potomac River, @TrumpGolfDC?? also offers limitless social events  http://www.trumpnationaldc.com/?",7/29/14 14:30,23,14,4.94188E+17,,,
Obama spoke to the Mexican president last week & did not mention UMC Sgt. Tahmooressi. Sad!,7/29/14 14:08,203,194,4.94183E+17,,,
Get our Marine out of Mexico. http://instagram.com/p/rCyQGAGhXZ/?,7/29/14 13:34,172,148,4.94174E+17,,,
"""@token_one  I just finished reading your book ""Think Like A Champion"". Great stuff. Positive thoughts, positive actions."" Thank you.",7/29/14 12:08,54,24,4.94152E+17,,,
??e ready for problems-you??l have them every day. Keep your focus and be as big as your daily challenges.????Trump Never Give Up,7/29/14 11:28,246,293,4.94143E+17,,,
"""@TheBigJamesG  staff at Trump Doral was amazing. Made my visit wonderful. Blue course is awesome. Doral as it should be"" Great, thanks.",7/29/14 11:15,16,9,4.94139E+17,,,
"The ultimate Golf experience, @TrumpTurnberry is a unique destination located on the beautiful Ayrshire coastline http://www.turnberryresort.co.uk/?PS=LGEN_AA_DEMA_CGGL_TPRP??_",7/29/14 10:58,23,11,4.94135E+17,,,
"""@chapmantew  Saw ""@realDonaldTrump 's Las Vegas hotel. The 24-karat gold infused windows are impressive! pic.twitter.com/7bwN5dRSvT""  Thank you",7/29/14 10:21,99,44,4.94126E+17,,,
Rise high in affordable luxury. Trump Parc Stamford offers gracious living with entertainment spaces http://bit.ly/1lRFA4O?,7/29/14 9:51,28,21,4.94118E+17,,,
"""@RyderCup2014: All we can say is WOW! What would you say?@TrumpScotland #Aberdeenshire pic.twitter.com/tks0pPDXy9""",7/29/14 7:31,96,59,4.94083E+17,,,
"""@jessflorey: A big thanks @JustinRose99, Stephen Gallacher, Johan Carlsson & @RamsayGolf celebrating @TrumpScotland pic.twitter.com/nzCRmul0Y8""",7/29/14 7:31,35,18,4.94083E+17,,,
"""@KnoxyDiane: What a day at @TrumpScotland @realDonaldTrump Course is unreal.  pic.twitter.com/f53pYRgUM1""",7/29/14 7:29,60,11,4.94082E+17,,,
"""@jessflorey: What an amazing course @TrumpScotland Got to get yourself there to play. #breathtaking pic.twitter.com/XqP5deZSiC""",7/29/14 7:28,34,12,4.94082E+17,,,
"""@findaGolfbreak: RT@GTJourn Trump International Golf Links Scotland truly stunning Photo by @kaiame @TrumpScotland pic.twitter.com/0lCN8AWguw""""",7/29/14 7:27,80,33,4.94082E+17,,,
"""@TrumpScotland: @JustinRose99 prepared for his Scottish Open victory at @TrumpScotland.Check out the video below. http://www.youtube.com/watch?v=sxaYC-p5bx0&list=PLrHRNfk5IWgGyT5nzHHWK5himriCzO3pL&index=4??_""",7/29/14 7:25,15,7,4.94081E+17,,,
"""@RickieFowlerPGA: Good fun yesterday slapping it around Trump International Golf Links with @skovy14 and Sammy?_ http://instagram.com/p/qWOpRfQu1G/?""",7/29/14 7:25,21,7,4.94081E+17,,,
"""@IanJamesPoulter: The 18th hole at #Trump Int.Golf Links. This golf course is very impressive and a great test?_ http://instagram.com/p/qW65SAJgy2/?""",7/29/14 7:24,15,5,4.94081E+17,,,
"""@VikesRealist: @realDonaldTrump Is Obama the worst President ever?"" Top of the list!",7/29/14 4:53,92,74,4.94043E+17,,,
"""@Almendarezzz: I don't know if y'all know it but @realDonaldTrump seriously might be our next president."" We will soon see!",7/29/14 4:50,46,24,4.94042E+17,,,
"""@sluthoee: I know for a fact you would do a hell lot of a better Job if you were the president of the United States instead of Obama!"" True",7/29/14 4:48,49,27,4.94042E+17,,,
"""@fucksammyy: I want you to be president! @realDonaldTrump"" Thanks.",7/29/14 4:41,33,22,4.9404E+17,,,
"""@jakester74: @realDonaldTrump you should run instead of just talk about it. you'd probably win."" Remember your words Jake!",7/29/14 4:37,32,15,4.94039E+17,,,
"""@LindaBales1: ""@gretawire: .@realDonaldTrump just said, ""Mexico is called the highway to the United States"" #BorderCrisis"""" True!",7/29/14 4:35,22,24,4.94038E+17,,,
"""@BanmalaH: @ProducerGedalia @IvankaTrump @realDonaldTrump what a timeless classic these two are! Class & Beauty!""  Thank you!",7/29/14 4:31,18,7,4.94037E+17,,,
"""@Tthac24: I'd vote for @realDonaldTrump"" Thank you!",7/29/14 4:25,33,11,4.94036E+17,,,
"""@Bigbabygoulos: What will make you decide to run for President @realDonaldTrump ? America needs a leader that can guarantee change.",7/29/14 4:24,32,25,4.94036E+17,,,
"""@TheHawk4221: @realDonaldTrump where is Al Gore now! Coolest Summer On Record In The US | Real Science http://stevengoddard.wordpress.com/2014/07/26/coolest-summer-on-record-in-the-us/??_""",7/29/14 4:17,28,27,4.94034E+17,,,
It's late in July and it is really cold outside in New York. Where the hell is GLOBAL WARMING??? We need some fast!  It's now CLIMATE CHANGE,7/28/14 21:47,389,372,4.93936E+17,,,
??uccessful leaders see the opportunities in every difficulty rather than the difficulty in every opportunity.?? Reed Markham,7/28/14 17:18,333,435,4.93868E+17,,,
Central American presidents are blaming us for the influx of illegal immigration http://www.washingtontimes.com/news/2014/jul/24/presidents-of-honduras-guatemala-blame-us-for-bord/??_  Obama will soon apologize.,7/28/14 17:08,80,87,4.93866E+17,,,
Congratulations to @Perduesenate on an impressive Georgia primary win! David is a strong conservative who will get results in Washington.,7/28/14 17:00,61,43,4.93864E+17,,,
The Republicans owe an apology for blowing the 2012 election. How could they lose to Obama?!,7/28/14 16:54,457,278,4.93862E+17,,,
Obama can sign an illegal executive action anytime for ObamaCare but he can?? fix the illegal loophole.,7/28/14 16:53,191,125,4.93862E+17,,,
This summer is very tough for the nation?? worst AG @AGSchneiderman. Moreland Commission is his disaster.,7/28/14 15:39,29,28,4.93843E+17,,,
"Atop the Palos Verdes Peninsula, The Estates at Trump National LA offer the best views in California!http://www.trump.com/Real_Estate_Portfolio/Los_Angeles/Trump_Estates/Trump_Estates.asp??_",7/28/14 14:56,26,20,4.93832E+17,,,
"Opening in 2016, Trump Hotel Rio de Janeiro will be a 13-story, 171-guestroom masterpiece with a beachside view http://www.trumphotelcollection.com/rio-de-janeiro/?__utma=1.713613507.1406042263.1406042263.1406559478.2&__utmb=1.2.10.1406559478&__utmc=1&__utmx=-&__utmz=1.1406559478.2.2.utmcsr=google|utmccn=(organic)|utmcmd=organic|utmctr=(not%20provided)&__utmv=-&__utmk=113989383??_",7/28/14 14:01,63,42,4.93819E+17,,,
Watched Gennady Golovkin @gggboxing at MSG on Saturday night. He was fantastic--should fight @FloydMayweather!,7/28/14 13:44,203,187,4.93814E+17,,,
"""@RealTracyMyers BIG congrats to @realDonaldTrump on your DC hotel ground breaking.""  Thank you.",7/28/14 13:14,25,9,4.93807E+17,,,
"""@hillerjohn @DonaldJTrumpJr @realDonaldTrump @IvankaTrump @EricTrump 'good looking family.' "" Thank  you.",7/28/14 13:11,14,7,4.93806E+17,,,
".@TrumpScotland provides luxury accommodations & a championship Par 72 7,400 yd. course. Book your tee time now http://www.trumpgolfscotland.com/reservations?",7/28/14 11:36,30,16,4.93782E+17,,,
"""@atyra63 @realDonaldTrump played Trump Scotland as well as Turnberry...great experience!""  Great, thanks!",7/28/14 10:26,19,12,4.93765E+17,,,
"""@ohhellocelo: @realDonaldTrump when you take charge Mr Trump, that's when it's gonna change. #TRUMPforPresident !!!!""",7/28/14 9:07,53,20,4.93745E+17,,,
"So many major problems for the U.S., and no answers by our leaders. When will it all change?  Many of our difficulties are so easy to solve!",7/28/14 9:00,189,133,4.93743E+17,,,
"@LateNightSeth  I am not surprised that Seth is absolutely dying in the ratings! He is truly an awkward, mumbling jerk. Too bad!",7/28/14 8:38,161,62,4.93737E+17,,,
"""@DrDannyDegraff: ""@alaina_danielle: @realDonaldTrump RUN FOR PRESIDENT MR. TRUMP!!! PLEASE!!? #SaveThisCountry""",7/26/14 19:11,58,45,4.93172E+17,,,
"""@AuthenticBrett: .@realDonaldTrump When is Celebrity Apprentice coming back? Its the best show on tv. #donaldtrump #yourefired"" In the Fall",7/26/14 19:11,65,20,4.93172E+17,,,
"""@jlkelly19: @realDonaldTrump Beautiful!! Trump National Golf Course. pic.twitter.com/VGDuCYoh5W""",7/26/14 19:04,68,25,4.9317E+17,,,
"""@RyanDodd75: Couldn't help but notice how crispy the @realDonaldTrump shirts look at Macy's! #clean""",7/26/14 19:04,28,11,4.9317E+17,,,
Making money is art and working is art and good business is the best art. -- Andy Warhol,7/25/14 16:22,232,322,4.92767E+17,,,
??e objective and strive to be your own counselor. Listen to others but know the final decision is yours.????Think Like a Champion,7/25/14 15:13,231,274,4.9275E+17,,,
"Along with a soaring bar of sky-bound gold, @TrumpLasVegas??pool deck overlooks the City of Lights  http://www.trumphotelcollection.com/las-vegas/luxury-las-vegas-hotel.php??_",7/25/14 14:58,33,19,4.92746E+17,,,
"""@SmithToddM @TrumpTowerNY after i read The Art of the Deal i made it a goal to visit Trump tower. I visited in 91. Breathtaking."" Thank you",7/25/14 14:30,25,11,4.92739E+17,,,
"An architectural landmark, @TrumpTowerNY offers sweeping, panoramic views of Fifth Avenue http://www.trumptowerny.com/about?",7/25/14 13:58,33,14,4.92731E+17,,,
??ge is whatever you think it is. You are as old as you think you are.??- @MuhammadAli,7/25/14 11:46,231,269,4.92697E+17,,,
"Within the heart of beautiful Somerset County, Trump Nat?? Bedminster is the proud host of the 2022 @PGAChampionship http://www.trumpnationalbedminster.com/?",7/25/14 11:43,31,19,4.92697E+17,,,
